Transaction,Award ID,Order Number,DUNS,Recipient,Recipient City,Recipient State,Recipient CD,Recipient Country,Pop State,Pop CD,Pop Country,Award Amount,Award Date,Award Type,Awarding Agency,Awarding Bureau,Funding Agency,Funding Bureau,CFDA Code,CFDA Title,Fiscal Year,Role
45803FE4-EBC6-93F9-58E1-0ADD80A806AD,"GS35F0243L","INLHAD084546",601203805,"ABTECH SYSTEMS, INC","CARLSBAD","CA",50,"USA","OR",03,"USA","$4,825.00",06/05/2008,Contracts,"Department of the Interior ","Bureau of Land Management","N/A","N/A","","",2008,Prime
6BA0F279-754B-EBBA-CE86-5D3024CCA3D7,"GS14F9734C","V689P84430",112970447,"ADAMS MARKETING ASSOCIATES INC","Ashland                     ","VA",07,"USA","CT",03,"USA","$60.00",06/12/2008,Contracts,"Department of Veterans Affairs","Department of Veterans Affairs","N/A","N/A","","",2008,Prime
DBA6B04E-F3B3-4D79-94E2-35AE561F2499,"5004473259","HHSM500201200161G",031890359,"Aderas, Inc.","Chandler                    ","AZ",09,"USA","MD",02,"USA","$400,000.00",03/22/2014,Others,"Department of Health and Human Services","Centers for Medicare & Medicaid Services","N/A","N/A","","",2014,Sub
3B6401D7-FA45-4D37-89F8-FFE2B6E0C9DE,"5004642332","HHSM500201200161G",031890359,"Aderas, Inc.","Reston                      ","VA",11,"USA","MD",02,"USA","$1,000,000.00",02/27/2015,Others,"Department of Health and Human Services","Centers for Medicare & Medicaid Services","N/A","N/A","","",2015,Sub
275BD25E-9477-42BB-AF3B-407B9E10A0BC,"DJF153410P0006055","N/A",087403499,"ADORAMA INC.","New York                    ","NY",12,"USA","NY",12,"USA","$4,378.00",05/01/2015,Contracts,"Department of Justice","Federal Bureau of Investigation","Department of Justice","Federal Bureau of Investigation","","",2015,Prime
0EB47EDB-2398-7DE1-787D-27432FD2010A,"HHSN263200900991P","N/A",078389769,"ADVANCE MIDRANGE APPLICATIONS, LLC","Columbia                    ","MD",03,"USA","MD",03,"USA","$10,417.00",07/31/2009,Contracts,"Department of Health and Human Services","National Institutes of Health","Department of Health and Human Services","National Institutes of Health","","",2009,Prime
99FDD7F1-50D3-8008-9D50-55716CB2FB3A,"GS35F0202N","DTFH7009F00120",116193400,"ADVANCED COMPUTER CONCEPTS, IN","Arlington                   ","VA",08,"USA","WA",03,"USA","$9,558.00",08/18/2009,Contracts,"Department of Transportation","Federal Highway Administration","Department of Transportation","Federal Highway Administration","","",2009,Prime
4A5A8544-130C-C80F-0206-BDA61D030E3A,"GS35F0202N","HQ003408F1183",116193400,"ADVANCED COMPUTER CONCEPTS, IN","Arlington                   ","VA",08,"USA","VA",08,"USA","$14,184.00",09/10/2008,Contracts,"Department of Defense","Washington Headquarters Services","Department of Defense","Washington Headquarters Services","","",2008,Prime
1ADD9601-8B89-0C6C-0100-EA678B78C8C2,"GS35F0202N","DJBP0700NASJ9M10061",116193400,"ADVANCED COMPUTER CONCEPTS, IN","Arlington                   ","VA",08,"USA","VA",11,"USA","$24,408.00",01/06/2010,Contracts,"Department of Justice","Bureau of Prisoners/Federal Prison System","N/A","N/A","","",2010,Prime
05CFF043-DFA6-B28A-288C-1354A01C76E2,"HHSN263200900887P","N/A",788655509,"ADVANCED MIDRANGE TECHNOLOGIES, LLC","Orlando                     ","FL",05,"USA","MD",08,"USA","$14,543.00",07/10/2009,Contracts,"Department of Health and Human Services","National Institutes of Health","Department of Health and Human Services","National Institutes of Health","","",2009,Prime
BE6EF4FD-45C3-77EB-E556-BC0860312D0D,"NNX09RA17C","N/A",114422095,"ADVANCED SCIENCE AND NOVEL TECHNOLOGY","Rancho Palos Verdes         ","CA",33,"USA","CA",33,"USA","$599,924.00",09/30/2009,Contracts,"National Aeronautics and Space Administration","National Aeronautics and Space Administration","National Aeronautics and Space Administration","National Aeronautics and Space Administration","","",2009,Prime
FCBD27C7-2B47-2BBD-6CC0-20671FD23B58,"N6523608P4358","N/A",041743845,"ADVANTECH CORPORATION (4624)","IRVINE","CA",48,"USA","SC",01,"USA","$16,739.00",02/13/2008,Contracts,"Department of Defense","Department of the Navy","Department of Defense","Department of the Navy","","",2008,Prime
A9A5ABEB-532D-40A1-9A83-27531690387D,"5004346089","HSHQDC10J00368",036279193,"AEEC, LLC","Reston                      ","VA",11,"USA","DC",AL,"USA","$2,308,022.00",08/01/2013,Others,"Department of Homeland Security","Office of the Secretary, Department of Homeland Security","N/A","N/A","","",2013,Sub
7D619DCD-6F7B-170A-56CC-EF583938CBAB,"TFMSHQ09C0002","N/A",808289727,"AES TECHNOLOGY, LLC","San Marcos                  ","TX",35,"USA","MD",04,"USA","$132,081.05",09/04/2009,Contracts,"Department of the Treasury","Financial Management Service","Department of the Treasury","Financial Management Service","","",2009,Prime
14B122DD-75B7-11B1-7D36-A505CF90A310,"TFMSHQ09C0002","N/A",808289727,"AES TECHNOLOGY, LLC","San Marcos                  ","TX",35,"USA","MD",04,"USA","$60,945.65",05/01/2009,Contracts,"Department of the Treasury","Financial Management Service","Department of the Treasury","Financial Management Service","","",2009,Prime
287F10E5-F049-EE3B-27C4-5483B97D48FB,"TFMSHQ09C0002","N/A",808289727,"AES TECHNOLOGY, LLC","San Marcos                  ","TX",35,"USA","MD",04,"USA","$29,164.30",09/29/2009,Contracts,"Department of the Treasury","Financial Management Service","Department of the Treasury","Financial Management Service","","",2009,Prime
F1AC9225-CABC-4D24-5E71-43F0E89568A7,"TFMSHQ09C0002","N/A",808289727,"AES TECHNOLOGY, LLC","San Marcos                  ","TX",35,"USA","MD",04,"USA","$10,000.00",11/05/2009,Contracts,"Department of the Treasury","Financial Management Service","Department of the Treasury","Financial Management Service","","",2010,Prime
2252C2C2-2C0B-5CF2-8475-EB7944D8A66C,"NNG07DA19B","DJF131200E0000914",141089040,"AFFIGENT, LLC","Herndon                     ","VA",10,"USA","VA",10,"USA","$53,268.00",08/30/2013,Contracts,"Department of Justice","Federal Bureau of Investigation","Department of Justice","Federal Bureau of Investigation","","",2013,Prime
F66F8D20-84E7-52C7-43F8-3A114C07B0AA,"NNG07DA19B","INN10PD18220",141089040,"AFFIGENT, LLC","Herndon                     ","VA",10,"USA","VA",11,"USA","$39,320.62",04/29/2014,Contracts,"Department of the Interior ","Office of Policy, Management and Budget/Chief Financial Officer","Department of the Interior ","Office of Policy, Management and Budget/Chief Financial Officer","","",2014,Prime
EE236255-4D85-0DD6-DDE3-85AB53F24CE2,"NNG07DA19B","ING14PD00685",141089040,"AFFIGENT, LLC","Herndon                     ","VA",10,"USA","VA",10,"USA","$37,974.16",07/09/2014,Contracts,"Department of the Interior ","Geological Survey","Department of the Interior ","Geological Survey","","",2014,Prime
AF9912FC-5245-BA7C-DF8C-4A4820F4F059,"NNG07DA19B","DOCWC133W11NC1631",141089040,"AFFIGENT, LLC","Herndon                     ","VA",10,"USA","MN",03,"USA","$119,422.10",08/26/2011,Contracts,"Department of Commerce","National Oceanic and Atmospheric Administration","Department of Commerce","National Oceanic and Atmospheric Administration","","",2011,Prime
2B0925EA-7C55-CBF4-0EC2-8754F46D9E2F,"NNG07DA19B","TPDOIT11K00063",141089040,"AFFIGENT, LLC","Herndon                     ","VA",10,"USA","CA",17,"USA","$68,685.75",06/16/2011,Contracts,"Department of the Treasury","Bureau of the Public Debt","Department of the Treasury","Bureau of the Public Debt","","",2011,Prime
CD66151C-E3B3-DC04-6B69-77B6A4A90F34,"NNG07DA19B","IND14PD01291",141089040,"AFFIGENT, LLC","Herndon                     ","VA",10,"USA","VA",10,"USA","$518,230.07",12/02/2014,Contracts,"Department of the Interior ","Office of Policy, Management and Budget/Chief Financial Officer","Department of the Interior ","Office of the Secretary of the Interior","","",2015,Prime
57DD2FF3-A916-0578-251F-9DF2264D5FBE,"NNG07DA19B","NTSBF110036",141089040,"AFFIGENT, LLC","Herndon                     ","VA",10,"USA","VA",10,"USA","$28,706.76",07/29/2011,Contracts,"National Transportation Safety Board","National Transportation Safety Board","National Transportation Safety Board","National Transportation Safety Board","","",2011,Prime
D3351E54-AD79-23F7-2C97-8CEFB5AC2811,"NNG07DA19B","NTSBF120038",141089040,"AFFIGENT, LLC","Herndon                     ","VA",10,"USA","VA",10,"USA","$29,813.00",06/26/2012,Contracts,"National Transportation Safety Board","National Transportation Safety Board","National Transportation Safety Board","National Transportation Safety Board","","",2012,Prime
506A2D01-300E-5E00-6F3C-28481C5ED3DC,"DOCSB134107SE0633","N/A",735616158,"AFM METROLOGY SERVICES LIMITED","ASHFORD","N/A",N/A,"UNITED KINGDOM","MD",06,"USA","$17,550.00",12/17/2008,Contracts,"Department of Commerce","National Institute of Standards and Technology","N/A","N/A","","",2009,Prime
D6361DEB-D4C9-463E-A652-FE231899FFA5,"P010164643-0","VA11810120019",832627744,"AGILE SDE, LLC","Melbourne                   ","FL",08,"USA","FL",08,"USA","$28,000.00",10/06/2014,Others,"Department of Veterans Affairs","Department of Veterans Affairs","N/A","N/A","","",2015,Sub
50B2896C-6F79-D961-3149-D71CD3C1E477,"GS35F0460T","W91ZLK09F0026",118116925,"AGLOW TECHNOLOGIES INCORPORATED","Orange                      ","CA",46,"USA","CA",47,"USA","$30,321.00",12/17/2008,Contracts,"Department of Defense","Department of the Army","Department of Defense","Department of the Army","","",2009,Prime
BA53AD8A-BC91-62CE-2C85-083D45A45D8B,"GS35F0460T","SA470508F0046",118116925,"AGLOW TECHNOLOGIES INCORPORATED","Orange                      ","CA",46,"USA","FL",04,"USA","$30,130.00",03/10/2008,Contracts,"Department of Defense","Defense Logistics Agency","Department of Defense","Defense Logistics Agency","","",2008,Prime
B060F215-BE53-4D4A-A369-A880283EDFB9,"GS35F0460T","IND0408DO20519",118116925,"AGLOW TECHNOLOGIES INCORPORATED","Orange                      ","CA",46,"USA","VA",08,"USA","$30,816.00",03/05/2008,Contracts,"Department of the Interior ","Office of Policy, Management and Budget/Chief Financial Officer","Department of Defense","Department of the Navy","","",2008,Prime
A55B041A-A331-E9F1-8C47-B894073DEECA,"GS35F0622T","N6133112F0509",171070639,"AGSI LIMITED LIABILITY COMPANY","Lovettsville                ","VA",10,"USA","VA",10,"USA","$16,346.88",07/31/2012,Contracts,"Department of Defense","Department of the Navy","Department of Defense","Department of the Navy","","",2012,Prime
2FDE1CAB-7575-B7CC-DFD3-FA7870EE264C,"GS35F0622T","DOCDG133W09NC0758",171070639,"AGSI LIMITED LIABILITY COMPANY","Lovettsville                ","VA",10,"USA","MD",08,"USA","$53,944.62",04/23/2009,Contracts,"Department of Commerce","National Oceanic and Atmospheric Administration","N/A","N/A","","",2009,Prime
11ABBC90-C463-6C5D-5696-356F8C85E86E,"GS35F0622T","DOCDG133W09NC0412",171070639,"AGSI LIMITED LIABILITY COMPANY","Lovettsville                ","VA",10,"USA","MD",08,"USA","$26,858.22",03/05/2009,Contracts,"Department of Commerce","National Oceanic and Atmospheric Administration","N/A","N/A","","",2009,Prime
22C17FA2-904F-67D9-ADD2-E187C2750B10,"GS35F0622T","DOCDG133W11NC0639",171070639,"AGSI LIMITED LIABILITY COMPANY","Lovettsville                ","VA",10,"USA","MD",08,"USA","$6,276.00",04/27/2011,Contracts,"Department of Commerce","National Oceanic and Atmospheric Administration","Department of Commerce","National Oceanic and Atmospheric Administration","","",2011,Prime
3832211B-8205-BA50-DECB-C8A989A0669F,"GS35F0622T","ING11PD01626",171070639,"AGSI LIMITED LIABILITY COMPANY","Lovettsville                ","VA",10,"USA","VA",10,"USA","$67,212.92",09/22/2011,Contracts,"Department of the Interior ","Geological Survey","Department of the Interior ","Geological Survey","","",2011,Prime
10A8DB4F-67DC-1C81-CC93-E2285D6101F2,"GS35F0622T","GSP0011CY0061",171070639,"AGSI LIMITED LIABILITY COMPANY","Lovettsville                ","VA",10,"USA","DC",00,"USA","$65,229.00",08/26/2011,Contracts,"General Services Administration","Public Buildings Service","General Services Administration","Public Buildings Service","","",2011,Prime
0A45962E-5665-D7AD-E518-72376E7822C2,"GS35F0622T","VA101V14F1413",171070639,"AGSI LIMITED LIABILITY COMPANY","Lovettsville                ","VA",10,"USA","MN",05,"USA","$13,499.86",09/12/2014,Contracts,"Department of Veterans Affairs","Department of Veterans Affairs","Department of Veterans Affairs","Department of Veterans Affairs","","",2014,Prime
74B24610-39F7-4915-AD48-50AF95660325,"GS35F0622T","VA101V14F1413",171070639,"AGSI LIMITED LIABILITY COMPANY","Lovettsville                ","VA",10,"USA","MN",05,"USA","$13,499.86",06/24/2015,Contracts,"Department of Veterans Affairs","Department of Veterans Affairs","Department of Veterans Affairs","Department of Veterans Affairs","","",2015,Prime
7126009F-D770-4673-977F-725B97346F80,"AIDCIOO1500034","N/A",171070639,"AGSI, LLC","Lovettsville                ","VA",10,"USA","DC",00,"USA","$5,148.50",06/12/2015,Contracts,"U.S. Agency for International Development","U.S. Agency for International Development","U.S. Agency for International Development","U.S. Agency for International Development","","",2015,Prime
BE38F74D-2458-C342-9349-172D714B3301,"N0042114P0124","N/A",171070639,"AGSI, LLC","Lovettsville                ","VA",10,"USA","VA",10,"USA","$9,480.00",02/24/2014,Contracts,"Department of Defense","Department of the Navy","Department of Defense","Department of the Navy","","",2014,Prime
217771F5-4650-7C74-C80B-172DABAB65A4,"HQ003412P0110","N/A",171070639,"AGSI, LLC","Lovettsville                ","VA",10,"USA","VA",08,"USA","$8,698.82",05/15/2012,Contracts,"Department of Defense","Washington Headquarters Services","Department of Defense","Department of Defense","","",2012,Prime
2277384C-5115-44CD-94DE-6F9F61C852B3,"5004682335","AIDCIOM1300001",361150469,"AINS, INC.","Gaithersburg                ","MD",06,"USA","CO",02,"USA","$1,829,099.00",05/15/2015,Others,"U.S. Agency for International Development","U.S. Agency for International Development","N/A","N/A","","",2015,Sub
D80293B3-6E3E-489F-837B-14AD3EF53FE9,"5004535074","AIDCIOM1300001",361150469,"AINS, INC.","Gaithersburg                ","MD",06,"USA","DC",AL,"USA","$103,740.00",07/25/2014,Others,"U.S. Agency for International Development","U.S. Agency for International Development","N/A","N/A","","",2014,Sub
212FD901-B915-4061-9926-2BAB4B45C3F4,"5004541287","AIDCIOM1300001",361150469,"AINS, INC.","Gaithersburg                ","MD",06,"USA","DC",AL,"USA","$2,514,836.00",08/11/2014,Others,"U.S. Agency for International Development","U.S. Agency for International Development","N/A","N/A","","",2014,Sub
F9103FBC-D72D-490B-AB0A-ED0ECFD0CCB9,"5004641468","AIDCIOM1300001",361150469,"AINS, INC.","Gaithersburg                ","MD",06,"USA","DC",AL,"USA","$665,625.00",02/26/2015,Others,"U.S. Agency for International Development","U.S. Agency for International Development","N/A","N/A","","",2015,Sub
9B1B4564-0123-4261-94E0-74AA6C5C925A,"5004453120","AIDCIOM1300001",361150469,"AINS, INC.","Gaithersburg                ","MD",06,"USA","DC",AL,"USA","$1,832,252.00",02/17/2014,Others,"U.S. Agency for International Development","U.S. Agency for International Development","N/A","N/A","","",2014,Sub
20ABE92C-29EE-4397-905C-946C00964E64,"5004483797","AIDCIOM1300001",361150469,"AINS, INC.","Gaithersburg                ","MD",06,"USA","DC",AL,"USA","$2,652,679.00",04/14/2014,Others,"U.S. Agency for International Development","U.S. Agency for International Development","N/A","N/A","","",2014,Sub
DF8E9CBE-8FC2-4515-AE20-22E59B7918FA,"5004475356","AIDCIOM1300001",361150469,"AINS, INC.","Gaithersburg                ","MD",06,"USA","DC",AL,"USA","$870,794.00",03/26/2014,Others,"U.S. Agency for International Development","U.S. Agency for International Development","N/A","N/A","","",2014,Sub
8C7157A5-A97F-471C-B4C3-4C703E8A4382,"5004604195","AIDCIOM1300001",361150469,"AINS, INC.","Gaithersburg                ","MD",06,"USA","DC",AL,"USA","$1,260,168.00",12/11/2014,Others,"U.S. Agency for International Development","U.S. Agency for International Development","N/A","N/A","","",2015,Sub
C425DE0D-F5EA-4CCD-B603-D9E1059E276F,"5004615802","AIDCIOM1300001",361150469,"AINS, INC.","Gaithersburg                ","MD",06,"USA","CO",02,"USA","$944,410.00",01/10/2015,Others,"U.S. Agency for International Development","U.S. Agency for International Development","N/A","N/A","","",2015,Sub
3426CA9D-6740-4D00-8B9F-47621F720D8E,"5004573041","AIDCIOM1300001",361150469,"AINS, INC.","Gaithersburg                ","MD",06,"USA","DC",AL,"USA","$2,405,776.00",10/09/2014,Others,"U.S. Agency for International Development","U.S. Agency for International Development","N/A","N/A","","",2015,Sub
F4DC07F5-C986-EDE3-B5E1-7FED0268B38B,"DTFH7109P00041","N/A",090014486,"AIRLINK NETWORK CORPORATION","Walnut                      ","CA",39,"USA","VA",10,"USA","$28,526.00",08/19/2009,Contracts,"Department of Transportation","Federal Highway Administration","Department of Transportation","Federal Highway Administration","","",2009,Prime
6517F9CA-5813-DE71-C47B-C18D875F4D03,"FA701414P3006","N/A",131910767,"ALACRINET CONSULTING SERVICES, INC","East Palo Alto              ","CA",14,"USA","MD",04,"USA","$97,478.09",12/31/2013,Contracts,"Department of Defense","Department of the Air Force","Department of Defense","Department of the Air Force","","",2014,Prime
31F720F7-02DA-D286-5C62-DCFD4A6EE882,"GS35F0906P","GSFPNEJZ0122",949384382,"ALAN COMPUTECH INTERNATIONAL INCORPORATED","Union City                  ","CA",15,"USA","CA",15,"USA","$520.00",03/09/2012,Contracts,"General Services Administration","Office of the Federal Acquisition Service","Department of Defense","Department of the Army","","",2012,Prime
84C220A5-EA7A-3A6D-A57A-6B7FF05BA8FC,"HSHQDC07D00020","HSFE3012J0007",968451591,"ALL POINTS LOGISTICS INCORPORATED","Gainesville                 ","GA",09,"USA","VA",10,"USA","$159,561.39",08/28/2012,Contracts,"Department of Homeland Security","Federal Emergency Management Agency","Department of Homeland Security","Federal Emergency Management Agency","","",2012,Prime
